campaign_id,url,title,subtitle,overview_text,details_text,required_amount_raw,paid_amount_raw,left_amount_raw,required_amount,paid_amount,left_amount,donations_count,comments_count,updates_count,shares_count,image_url,year_detected,year_source,date_status,scraped_at
15,https://molhamteam.com/en/campaigns/15,You Are My Mother,,"March 21st marks Mother’s Day in the Middle East. To celebrate the love, strength, and sacrifices of mothers worldwide, Molham Volunteering Team is launching a new campaign under the name: “You Are My Mother.” This year, you can get your mother a unique gift by sponsoring an orphan or supporting our clean water project in her name. You can also choose to honor mothers and wives of martyrs and detainees in and around Syria. Our volunteers will visit those brave, grieving women and deliver your gift under your and your mother’s names. You can make this Mother’s Day special in 3 simple steps: 1- Make a donation in the amount you desire. 2- Send an e-mail to
and let us know your mother’s name, and how you wish to dedicate your gift. We will send you a card in her name. 3- Send the card to your mom and watch her smile! Happy Mother’s Day!","March 21st marks Mother’s Day in the Middle East. To celebrate the love, strength, and sacrifices of mothers worldwide, Molham Volunteering Team is launching a new campaign under the name: “You Are My Mother.” This year, you can get your mother a unique gift by sponsoring an orphan or supporting our clean water project in her name. You can also choose to honor mothers and wives of martyrs and detainees in and around Syria. Our volunteers will visit those brave, grieving women and deliver your gift under your and your mother’s names. You can make this Mother’s Day special in 3 simple steps: 1- Make a donation in the amount you desire. 2- Send an e-mail to motherday@molhamteam.com and let us know your mother’s name, and how you wish to dedicate your gift. We will send you a card in her name. 3- Send the card to your mom and watch her smile! Happy Mother’s Day!",8579,8579,0,8579,8579,0,105,0,0,0,https://cdn.molhamteam.com/i/aYQhUfUrtcKoVPdUletb_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.677707+00:00
16,https://molhamteam.com/en/campaigns/16,Dream box - Idleb University,,"Dream box - Idleb University
Although there are war, bombing and destroyed but there are many of university students are dreaming to finish their education and graduate from college to build their country... More than 500 students they can't attend the next year to complete their studies in the university due thier bad financial situation so they can't pay their tuition fees of a (100$) for each student in one semester, so as we are a volunteering team we are trying to collect some indeed students tuition","Although there are war, bombing and destroyed but there are many of university students are dreaming to finish their education and graduate from college to build their country... More than 500 students they can't attend the next year to complete their studies in the university due thier bad financial situation so they can't pay their tuition fees of a (100$) for each student in one semester, so as we are a volunteering team we are trying to collect some indeed students tuition",3064,3064,0,3064,3064,0,36,0,0,0,https://cdn.molhamteam.com/i/sABCzmEfa67E31LkGQCC_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.695643+00:00
17,https://molhamteam.com/en/campaigns/17,Children fund,,"Inasmuch of what our children suffering in the besieged areas and countries of asylum, so our team is seeking to redraw the smile in these children faces through organizing carnivals, and give them money during the feast period",,23162,23162,0,23162,23162,0,46,0,0,0,https://cdn.molhamteam.com/i/c1g7VBO6zSsdPoZgaRQi_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.715432+00:00
18,https://molhamteam.com/en/campaigns/18,Ramadan Campaign for Kids.,,The team seeks During Ramadan Al-Mubarak to provide Psychosocial support to the children who live inside Syria and the countries of Refugee by establishing a Ramadan camps aimed at alleviating the suffering of the war for them through a variety of programs and recreational activities ..,,2112,2112,0,2112,2112,0,4,0,0,0,https://cdn.molhamteam.com/i/iN9zFoskC2R5K4s6iEqa_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.733520+00:00
19,https://molhamteam.com/en/campaigns/19,Support medical and humanitarian cases.,,"Support medical and humanitarian cases.
The team continues to get medical support for cases of injured people, children and urgent surgeries during Ramadan Al-Mubarak .. The team also seeks to provide a subsidy to the largest possible number of indeed families inside Syria and the countries of refugee during the Month of Ramadan AlKareem ..","The team continues to get medical support for cases of injured people, children and urgent surgeries during Ramadan Al-Mubarak .. The team also seeks to provide a subsidy to the largest possible number of indeed families inside Syria and the countries of refugee during the Month of Ramadan AlKareem ..",9065,9065,0,9065,9065,0,54,0,0,0,https://cdn.molhamteam.com/i/XkAHTavvaIFTbTmwEVcO_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.752947+00:00
20,https://molhamteam.com/en/campaigns/20,Orphans Sponsor Fund,,"1000 children in more than 25 different areas lost one of their parents, or both of them in the war and left without the love and support of the family. They live in war and destruction and they have one thing in common; their big dreams. To help our 1000 children make their dreams come true with a better future, please support ,orphans sponsor fund.",,80565,80565,0,80565,80565,0,590,0,0,0,https://cdn.molhamteam.com/i/BDnBpHKVrMphyG2Srgc7_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.771607+00:00
21,https://molhamteam.com/en/campaigns/21,Breakfast and Money Zakaat.,,The team receives breakfast and money zakaat during Ramadan Al-Mubarak to ensure deliver them to recipients inside Syria and the countries of refugee,,15303,15303,0,15303,15303,0,42,0,0,0,https://cdn.molhamteam.com/i/ct1EX5UpRAwRAZ6HqHi3_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.790526+00:00
22,https://molhamteam.com/en/campaigns/22,Breakfast for a fasting - food baskets,,"Breakfast for a fasting - food baskets
The team is trying to distribute food parcels and Suhoor baskets to afford the needs of the largest possible number of Syrian families affected during Ramadan Al-Mubarak .. and make sure that breakfasts is ready and help to establishing a charitable kitchens inside Syria and the countries of refugee.",The team is trying to distribute food parcels and Suhoor baskets to afford the needs of the largest possible number of Syrian families affected during Ramadan Al-Mubarak .. and make sure that breakfasts is ready and help to establishing a charitable kitchens inside Syria and the countries of refugee.,62073,62073,0,62073,62073,0,88,0,0,0,https://cdn.molhamteam.com/i/RQdfhxg1o86nCiMK5AjW_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.808919+00:00
23,https://molhamteam.com/en/campaigns/23,Basmet Amal 7,,"We seek through Basmet Amal 7 to get clothes and feast Money for Syrian children who deprived of their most basic rights to life. More than 5 million Syrian children deprived from feast joy, because of asylum, displacement and displacement by Syrian goverment .",,4373,4373,0,4373,4373,0,12,0,0,0,https://cdn.molhamteam.com/i/bExH80PS4lfeSibwd8MN_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.827884+00:00
24,https://molhamteam.com/en/campaigns/24,Respond- Idleb,,"In the last few days Idleb was exposed to Assad's and Russian Raids, thousands of people flee Idleb and became homeless. Idleb welcomed thousand and thousand refugees as it got its freedom ... and Today Idlib is in desperate needs to our support..",,36680,36680,0,36680,36680,0,359,0,0,0,https://cdn.molhamteam.com/i/gGboWrNIQtL05iku28p2_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.846638+00:00
25,https://molhamteam.com/en/campaigns/25,Supplying Beseiged Areas with Meats,,"Supplying Beseiged Areas with Meats
Today, we're going to distribute 100 lamb for the 4 cities that still under siege in Syria, in celebration of Aleepo's siege breaking, our prays to Allah to break the siege on the rest of the cities...","Today, we're going to distribute 100 lamb for the 4 cities that still under siege in Syria, in celebration of Aleepo's siege breaking, our prays to Allah to break the siege on the rest of the cities...",35358,35358,0,35358,35358,0,139,0,0,0,https://cdn.molhamteam.com/i/n4642m5Y5ntC9ugkqVEV_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.865303+00:00
26,https://molhamteam.com/en/campaigns/26,Sacrificial feast.,,we are launching a campaign for sacrificial feast to distribute sacrificial meat inside Syria and asylum countries and particularly the cities that's under siege. In the past feast we slaughtered more than 400 sacrificial lamb and we distributed to thousands of families in more than 40 areas in Syria ... The price of the sacrifice is $ 200 ... the calf price ranges between 1000 to $ 1400 depending on the area and weight ...,,78419,78419,0,78419,78419,0,175,0,0,0,https://cdn.molhamteam.com/i/aYFrqiZL5uVuMQ4ak0xf_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.883465+00:00
27,https://molhamteam.com/en/campaigns/27,Basmet Amal 8,,"We seek through Basmet Amal 7 to get clothes and feast Money for Syrian children who deprived of their most basic rights to life. More than 5 million Syrian children deprived from feast joy, because of asylum, displacement and displacement by Syrian goverment .",,9835,9835,0,9835,9835,0,161,0,0,0,https://cdn.molhamteam.com/i/cCBfZxe21oVJanyF9xQy_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.904335+00:00
28,https://molhamteam.com/en/campaigns/28,Urgent giving-birth cases,,"Many hospitals refuse receiving many giving-birth cases because they can not afford hospitalization expenses... Although the time limitation and urgency but Hundreds of these cases were fully funded, and we are looking forward to have a faster response to these kind of urgent cases",,4509,4509,0,4509,4509,0,95,0,0,0,https://cdn.molhamteam.com/i/KJzzyU8ntODKZbsA5z4c_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.923838+00:00
29,https://molhamteam.com/en/campaigns/29,Generations,,"By each educational year passing, many of Syrian kids are deprived from their basic humanitarian right of education because their parents can't afford paying their tuition. Our team seeks to provide the tuition for the students in Syria and asylum countries. In addition, our team also seeks to provide school stationaries for those in need.",,11222,11222,0,11222,11222,0,189,0,0,0,https://cdn.molhamteam.com/i/0AUIVuhsOx9ppjQ9G2JW_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.942977+00:00
30,https://molhamteam.com/en/campaigns/30,Molham Giving Day,,"In celebration of the fourth anniversary of establishing Molham Volunteering Team on 26/10/2016. Today, starting at 12 A.M Syrian time and for 24 hours till the end of Wednesday the 26th of October, your donation is going to be MATCHED. Luckily and in an unprecedented manner, any donation you make today, there's a Philanthropist that decided to donate the same amount you are trying to donate in order to raise more money for this cause. This campaign's goal is to distribute winter clothes to Syrian kids in refugee camps.",,72485,72485,0,72485,72485,0,523,0,0,0,https://cdn.molhamteam.com/i/B0nR57B9Rfwq0GQkV3FK_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.961744+00:00
31,https://molhamteam.com/en/campaigns/31,Give Warmth 10,,"This recurrent winter campaign aims to provide firelogs and diesel to families in Syria and in countries of asylum. As well as winter clothes and boots especially for children. The campaign will help families in Eastern and Western Ghouta, Hama, Idlib, and Lattakia Countrysides in Syria. In addition to Irsal and Beqa'a refugee camps in Lebanon and Za'atari Camp in Jordan.",,198566,198566,0,198566,198566,0,852,0,0,0,https://cdn.molhamteam.com/i/Uvd7xqCCZBczdQKDcaxP_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:25.980462+00:00
32,https://molhamteam.com/en/campaigns/32,Molham Kindergarten,,"Children became ignorant after closing all schools and kindergartens in Al-Yarmouk Camp, and specially after they were displaced. Our team turned an abandoned traditional house into a kindergarten that has more than 100 child. Most of the children in this kindergarten are from Al-Yarmouk Camp. This project aims to give children one of their basic rights, education.",,28582,28582,0,28582,28582,0,138,0,0,0,https://cdn.molhamteam.com/i/yUWACqVQyc8Tr63MUVuH_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:26.000103+00:00
33,https://molhamteam.com/en/campaigns/33,Support for Orphanages,,"Many orphanages lack the most basic needs and services. These centers shelter orphans who lost their houses completely. Through this campaign, our team aims to provide support for these facilities and help them provide more care and support for orphans.",,300000,333923,-33923,300000,333923,-33923,251,0,0,0,https://cdn.molhamteam.com/i/um3ehzSZaAUEml2P71q0_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:26.018710+00:00
34,https://molhamteam.com/en/campaigns/34,Help me help others,,"Muhammad Sultan and Muhammad Al-Faran, two young Syrian men from Belgium are taking part in a sponsored challenge of driving bicycle across 99km! All proceeds will be used for our education projects. Both Muhammads need your support to reach out to as many deprived children as possible, especially those stranded in tents in refugee camps. Education is a must for them and we will help them!",,20951,20951,0,20951,20951,0,75,0,0,0,https://cdn.molhamteam.com/i/WuIHgsX6Sgmsrtqwt2G4_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:26.039025+00:00
35,https://molhamteam.com/en/campaigns/35,Respond - Aleppo,,"After the approval on cease-fire deal in order to evacuate civilians from besieged areas to Aleppo city, western Aleppo countryside, Idlib and its countryside, Molham Volunteering Team seek to deliver help for 50 thousands evacuees by cooperating with local organizations in northern Syria and provide them with food and basic humanitarian winter-related needs (Clothing, Heat Fuel, Heaters).",,315298,315298,0,315298,315298,0,1129,0,0,0,https://cdn.molhamteam.com/i/eFBicUo47dHPEAheFiXE_thumb_1:1.jpg,2016,publishing_date,certain,2026-04-22T09:27:26.058671+00:00
36,https://molhamteam.com/en/campaigns/36,Dream Fund - Idlib University,,"Dream Fund - Idlib University
More than 500 students will stop the study because of their inability to pay the university fees ... student’s needs increased especially after waves of displacement to the northern Syrian. Idlib University provides an opportunity to continue education for these students in various scientific and literary specialty, despite the lack of International recognition, this university remains as a last hope for those students who lost their universities and did not leave Syria. 100$ only will cover medical students, engineering, science or other specialty for a whole semester. Once you donate to the campaign, we will sent you the student information that sponsored by you directly to your registered email.","More than 500 students will stop the study because of their inability to pay the university fees ... student’s needs increased especially after waves of displacement to the northern Syrian. Idlib University provides an opportunity to continue education for these students in various scientific and literary specialty, despite the lack of International recognition, this university remains as a last hope for those students who lost their universities and did not leave Syria. 100$ only will cover medical students, engineering, science or other specialty for a whole semester. Once you donate to the campaign, we will sent you the student information that sponsored by you directly to your registered email.",6180,6180,0,6180,6180,0,62,0,0,0,https://cdn.molhamteam.com/i/tDGWUlowB1GErIs729ao_thumb_1:1.jpg,2017,publishing_date,certain,2026-04-22T09:27:26.077493+00:00
37,https://molhamteam.com/en/campaigns/37,The challenge of Good Deeds,,"The challenge of Good Deeds
A box that was dedicated for the Good Deeds campaign that went viral on social media lately .. You can dedicate you Good Deed to Molham Volunteering team by donating to this campaign ..",A box that was dedicated for the Good Deeds campaign that went viral on social media lately .. You can dedicate you Good Deed to Molham Volunteering team by donating to this campaign ..,8716,8716,0,8716,8716,0,28,0,0,0,https://cdn.molhamteam.com/i/rlSYtEL9yvKVh9ifIBYQ_thumb_1:1.jpg,2017,publishing_date,certain,2026-04-22T09:27:26.095295+00:00
38,https://molhamteam.com/en/campaigns/38,Molham School,,"A large number of children are deprived from education and particularly the children of the camps. Because we are aware of the importance of education, we opened Molham School last year, a school near the camps area to provide schooling for 250 children, we are looking forward to continue this project and increase the number of children. Everyone can help in this ambitious project, for only 40 dollars you can help provide schooling for a child for a period of one semester.",,22786,22786,0,22786,22786,0,144,0,0,0,https://cdn.molhamteam.com/i/74o2FCYbAvgyqw7D00LA_thumb_1:1.jpg,2017,publishing_date,certain,2026-04-22T09:27:26.114515+00:00
39,https://molhamteam.com/en/campaigns/39,they bombed my house,,"Many Syrian families have lost their homes, they are now living either in tents or inappropriate stores, Making children vulnerable to many diseases , especially because of the heating methods are usually burned clothes and Plastics.",,7512,7512,0,7512,7512,0,79,0,0,0,https://cdn.molhamteam.com/i/slpMEOq8zOiGyXkEg0BM_thumb_1:1.jpg,2017,publishing_date,certain,2026-04-22T09:27:26.135242+00:00
40,https://molhamteam.com/en/campaigns/40,Molham's Center for Autistic and Special Needs Children,,"Molham's Center for Autistic and Special Needs Children
After the only center for autistic and special needs children was rendered out of service in Ezzaz city in Aleppo due to bombing, Molham team decided to re-establish the center so that it can resume its free-of-charge services for this marginalized group. This center aims to provide psychological and social support, physiotherapy, capacity development, and hearing and speech therapy. In addition, this center will provide services for more than 100 autistic and special needs children.","After the only center for autistic and special needs children was rendered out of service in Ezzaz city in Aleppo due to bombing, Molham team decided to re-establish the center so that it can resume its free-of-charge services for this marginalized group. This center aims to provide psychological and social support, physiotherapy, capacity development, and hearing and speech therapy. In addition, this center will provide services for more than 100 autistic and special needs children.",49162,49162,0,49162,49162,0,87,0,0,0,https://cdn.molhamteam.com/i/cNiScRIWXxVEI0KpeyLq_thumb_1:1.jpg,2017,publishing_date,certain,2026-04-22T09:27:26.154270+00:00
41,https://molhamteam.com/en/campaigns/41,In In response to victims of forced displacement of Waer citizens,,"In In response to victims of forced displacement of Waer citizens
They were not only forced to flee their homes .. The story has more to it .. they had absolutely nothing to thrive ! No food, drink or even an amount of money for transportation to a nearby relative .. This campaign is dedicated to provide basic needs for those who were forced to displace to North of Syria ...","They were not only forced to flee their homes .. The story has more to it .. they had absolutely nothing to thrive ! No food, drink or even an amount of money for transportation to a nearby relative .. This campaign is dedicated to provide basic needs for those who were forced to displace to North of Syria ...",3006,3006,0,3006,3006,0,48,0,0,0,https://cdn.molhamteam.com/i/Vpiv75bZl8NEGtdLxDXy_thumb_1:1.jpg,2017,publishing_date,certain,2026-04-22T09:27:26.174088+00:00
42,https://molhamteam.com/en/campaigns/42,You are my second mother,,"You are my second mother
The whole campaign is dedicated to provide a helping hand for the mothers that flee their homes and mothers of refugees who lost them .. You can donate 300$ to help us perform some maintenance to a damaged house by shelling .. or 50$ a month to sponsor an orphan dedicated to your mother .. A thank you card will be tailored to your preference mentioning the current donation dedicated to her name ..",The whole campaign is dedicated to provide a helping hand for the mothers that flee their homes and mothers of refugees who lost them .. You can donate 300$ to help us perform some maintenance to a damaged house by shelling .. or 50$ a month to sponsor an orphan dedicated to your mother .. A thank you card will be tailored to your preference mentioning the current donation dedicated to her name ..,8135,8135,0,8135,8135,0,123,0,0,0,https://cdn.molhamteam.com/i/6ayYfiJclDa3pliiB5g8_thumb_1:1.jpg,2017,publishing_date,certain,2026-04-22T09:27:26.193452+00:00
43,https://molhamteam.com/en/campaigns/43,Children of the camps,,"We look forward in this campaign to provide various children supplies from baby clothes, other clothes and even toys to cheer their innocent hearts up upon being deprived their least rights..",,2455,2455,0,2455,2455,0,61,0,0,0,https://cdn.molhamteam.com/i/ZRKVB6gJXZs8t8lTkFWT_thumb_1:1.jpg,2017,publishing_date,certain,2026-04-22T09:27:26.211888+00:00
44,https://molhamteam.com/en/campaigns/44,The Zakat of your money,,"The Zakat of your money
Through this campaign, we seek to receive the Zakat of your money during the year, to be spent on urgent medical cases and besieged cities that are being bombed everyday. In addition, part of the Zakat will go to orphan children who lost their fathers during the revolution. ?","Through this campaign, we seek to receive the Zakat of your money during the year, to be spent on urgent medical cases and besieged cities that are being bombed everyday. In addition, part of the Zakat will go to orphan children who lost their fathers during the revolution. ?",116604,116604,0,116604,116604,0,383,0,0,0,https://cdn.molhamteam.com/i/jkNQrPsei57gaVKwTEws_thumb_1:1.jpg,2017,publishing_date,certain,2026-04-22T09:27:26.230833+00:00
